Method,Missing %,Condition,Boundary,Length,Gap_size,MAE,RMSE,R2,Bias
Diagonal Climatology,10%,normal,stable,long,27,0.892,1.109,0.7928,-0.89
Diagonal Climatology,10%,normal,stable,short,5,2.05,2.061,-130.4299,-2.05
Diagonal Climatology,10%,normal,crossing,long,39,2.298,2.459,0.5185,2.298
Diagonal Climatology,10%,normal,stable,medium,7,0.773,0.909,-14.9463,-0.773
Diagonal Climatology,10%,normal,stable,long,42,0.696,0.859,0.8789,-0.522
Diagonal Climatology,10%,normal,crossing,medium,21,0.897,1.064,0.5666,0.897
Diagonal Climatology,10%,stagnant_wind,crossing,medium,7,0.736,0.846,-1.9929,-0.705
Diagonal Climatology,10%,normal,rising,medium,13,3.82,4.101,-0.0286,3.82
Diagonal Climatology,10%,stagnant_wind,stable,short,2,0.443,0.445,-2.1219,0.041
Diagonal Climatology,10%,normal,crossing,long,37,0.919,1.048,0.8665,0.877
Diagonal Climatology,10%,normal,crossing,medium,18,0.902,1.129,0.5618,-0.391
Diagonal Climatology,10%,normal,falling,long,43,1.252,1.847,0.3309,1.027
Diagonal Climatology,10%,normal,crossing,long,37,1.067,1.331,0.7724,0.651
Diagonal Climatology,10%,normal,stable,long,41,1.622,1.899,0.143,1.613
Diagonal Climatology,10%,high_temp,crossing,medium,23,2.686,2.775,0.6107,-2.686
Diagonal Climatology,10%,low_temp,stable,short,3,2.888,2.907,-1562.7115,2.888
Diagonal Climatology,10%,normal,stable,long,37,0.952,1.077,0.3448,-0.945
Diagonal Climatology,10%,low_temp,stable,short,1,0.977,0.977,,0.977
Diagonal Climatology,10%,high_temp,stable,long,28,3.091,3.412,-0.3599,-3.091
Diagonal Climatology,10%,normal,rising,medium,7,0.593,0.656,0.6231,0.593
Diagonal Climatology,10%,normal,stable,medium,7,2.48,2.982,-11.8259,2.48
Diagonal Climatology,10%,high_temp,crossing,short,3,4.047,4.229,-5.5116,4.047
Diagonal Climatology,10%,normal,crossing,medium,9,0.759,0.852,0.8957,-0.713
Diagonal Climatology,10%,normal,stable,medium,17,0.591,0.643,0.6897,-0.538
Diagonal Climatology,10%,stagnant_wind,stable,medium,9,2.3,2.485,-5.9079,-2.3
Diagonal Climatology,10%,normal,stable,long,33,0.823,1.072,0.8225,-0.221
Diagonal Climatology,10%,normal,stable,medium,7,0.505,0.665,-0.8127,-0.474
Diagonal Climatology,10%,low_temp,crossing,medium,21,1.19,1.462,-0.1574,1.18
Diagonal Climatology,10%,normal,rising,short,3,2.152,2.153,-11.0844,2.152
Diagonal Climatology,10%,normal,rising,long,25,0.424,0.514,0.8295,0.333
Diagonal Climatology,10%,high_temp,crossing,medium,19,5.576,5.635,-3.1848,-5.576
Diagonal Climatology,10%,normal,falling,short,3,10.502,10.529,-257.9473,10.502
Diagonal Climatology,10%,normal,crossing,medium,17,1.398,1.462,0.8416,1.398
Diagonal Climatology,10%,low_temp,rising,medium,17,2.534,2.719,-1.2665,2.534
Diagonal Climatology,10%,normal,stable,short,3,1.108,1.111,-87.4087,-1.108
Diagonal Climatology,10%,normal,crossing,medium,23,2.808,2.892,0.2854,-2.808
Diagonal Climatology,10%,extreme_high_temp,stable,short,5,2.556,2.583,-31.407,-2.556
Diagonal Climatology,10%,normal,falling,short,5,0.116,0.124,0.9853,0.055
Diagonal Climatology,10%,normal,rising,short,5,0.447,0.522,0.7351,0.01
Diagonal Climatology,10%,normal,crossing,short,5,0.162,0.188,0.0448,-0.092
Diagonal Climatology,10%,normal,stable,short,3,1.336,1.474,-9.7122,-1.336
Diagonal Climatology,10%,normal,crossing,long,25,0.548,0.623,0.9647,0.459
Diagonal Climatology,10%,stagnant_wind,stable,short,5,3.191,3.225,-44.0637,-3.191
Diagonal Climatology,10%,normal,rising,short,3,1.678,1.683,-4.2117,1.678
Diagonal Climatology,10%,extreme_high_temp,stable,short,5,1.444,1.485,-205.8104,-1.444
Diagonal Climatology,10%,normal,rising,short,3,5.769,5.936,-22.0051,5.769
Diagonal Climatology,10%,normal,crossing,long,39,2.094,2.346,0.5781,2.094
Diagonal Climatology,10%,normal,crossing,medium,19,0.485,0.589,0.899,0.326
Diagonal Climatology,10%,extreme_high_temp,crossing,short,5,0.701,0.77,0.5834,-0.701
Diagonal Climatology,10%,normal,falling,medium,12,1.48,1.499,-0.8353,-1.48
Diagonal Climatology,10%,normal,crossing,long,25,4.179,4.296,-2.2386,-4.179
Diagonal Climatology,10%,normal,stable,long,37,3.107,3.869,-0.5269,3.107
Diagonal Climatology,10%,normal,rising,long,47,4.214,4.64,-0.5703,-4.214
Diagonal Climatology,10%,normal,crossing,medium,17,1.67,1.753,0.695,1.67
LOCF,10%,extreme_high_temp,crossing,medium,19,4.223,5.124,-0.9548,3.581
LOCF,10%,stagnant_wind,rising,short,3,1.136,1.344,-2.4975,-1.136
LOCF,10%,normal,crossing,medium,19,2.8,3.688,-0.6285,2.291
LOCF,10%,normal,rising,long,39,2.698,3.468,-0.5123,-2.018
LOCF,10%,normal,falling,medium,17,2.987,3.361,-3.7576,2.987
LOCF,10%,high_temp,crossing,medium,15,4.078,4.315,-8.363,4.078
LOCF,10%,extreme_high_temp,stable,short,3,0.279,0.322,-1.205,-0.238
LOCF,10%,stagnant_wind,stable,short,3,0.05,0.062,-0.2166,0.026
LOCF,10%,low_temp,stable,medium,9,1.458,1.601,-4.8774,1.458
LOCF,10%,normal,crossing,medium,19,2.432,3.037,-0.0112,-0.32
LOCF,10%,extreme_high_temp,rising,medium,19,9.74,9.867,-38.1228,-9.74
LOCF,10%,stagnant_wind,crossing,short,3,0.054,0.067,-1.9192,0.054
LOCF,10%,normal,crossing,long,47,3.569,4.116,-0.3679,2.134
LOCF,10%,stagnant_wind,stable,long,25,1.732,2.015,-0.1457,0.719
LOCF,10%,low_temp,crossing,medium,15,1.116,1.638,-0.1047,-0.504
LOCF,10%,low_temp,crossing,short,3,1.703,1.91,-3.8729,-1.703
LOCF,10%,normal,stable,short,3,0.863,0.881,-23.8088,-0.863
LOCF,10%,low_temp,crossing,long,35,3.331,3.687,-0.0804,1.006
LOCF,10%,low_temp,crossing,short,3,2.635,2.965,-3.759,-2.635
LOCF,10%,stagnant_wind,stable,short,5,0.131,0.143,-0.1034,-0.044
LOCF,10%,normal,falling,medium,11,2.121,2.97,-1.0406,2.121
LOCF,10%,low_temp,crossing,short,5,1.519,1.979,-0.754,-1.297
LOCF,10%,low_temp,crossing,medium,7,2.983,3.634,-2.0682,-2.983
LOCF,10%,normal,stable,short,5,0.611,0.643,-9.5675,-0.611
LOCF,10%,stagnant_wind,stable,medium,7,0.443,0.504,-2.8996,-0.435
LOCF,10%,normal,crossing,medium,23,2.56,2.934,-0.0021,0.133
LOCF,10%,normal,stable,long,45,3.084,3.266,-8.2193,3.084
LOCF,10%,normal,crossing,medium,17,2.837,3.328,-0.4031,1.783
LOCF,10%,stagnant_wind,stable,short,1,2.617,2.617,,2.617
LOCF,10%,normal,stable,long,27,5.137,5.685,-4.4431,5.137
LOCF,10%,normal,stable,short,5,0.304,0.333,-2.4343,-0.28
LOCF,10%,normal,crossing,long,39,6.374,7.293,-3.2354,-6.374
LOCF,10%,normal,stable,medium,7,0.461,0.514,-4.0964,-0.461
LOCF,10%,normal,stable,long,42,3.08,3.849,-1.4331,2.954
LOCF,10%,normal,crossing,medium,21,1.873,2.155,-0.7765,1.425
LOCF,10%,stagnant_wind,crossing,medium,7,1.121,1.223,-5.2618,-1.121
LOCF,10%,normal,rising,medium,13,5.151,6.497,-1.5809,-5.085
LOCF,10%,stagnant_wind,stable,short,2,0.379,0.455,-2.2629,-0.379
LOCF,10%,normal,crossing,long,37,2.604,3.287,-0.3127,-1.604
LOCF,10%,normal,crossing,medium,18,1.522,1.741,-0.0421,0.35
LOCF,10%,normal,falling,long,43,2.724,2.885,-0.6325,1.796
LOCF,10%,normal,crossing,long,37,5.195,5.722,-3.2081,4.996
LOCF,10%,normal,stable,long,41,1.876,2.633,-0.6475,-1.651
LOCF,10%,high_temp,crossing,medium,23,7.703,8.811,-2.9232,-7.605
LOCF,10%,low_temp,stable,short,3,0.076,0.077,-0.0833,0.021
LOCF,10%,normal,stable,long,37,1.508,1.935,-1.1149,1.405
LOCF,10%,low_temp,stable,short,1,0.018,0.018,,-0.018
LOCF,10%,high_temp,stable,long,28,4.906,5.61,-2.6765,-4.786
LOCF,10%,normal,rising,medium,7,2.711,2.914,-6.4383,-2.711
LOCF,10%,normal,stable,medium,7,1.882,2.058,-5.1072,-1.882
LOCF,10%,high_temp,crossing,short,3,2.979,3.409,-3.2302,2.979
LOCF,10%,normal,crossing,medium,9,4.015,4.805,-2.3142,-4.015
LOCF,10%,normal,stable,medium,17,2.476,2.727,-4.5853,-2.47
LOCF,10%,stagnant_wind,stable,medium,9,0.74,0.985,-0.0849,-0.276
LOCF,10%,normal,stable,long,33,5.105,5.694,-4.0115,5.095
LOCF,10%,normal,stable,medium,7,0.37,0.533,-0.1623,0.199
LOCF,10%,low_temp,crossing,medium,21,1.132,1.437,-0.1189,0.468
LOCF,10%,normal,rising,short,3,1.867,1.967,-9.092,-1.867
LOCF,10%,normal,rising,long,25,1.291,1.402,-0.2675,0.644
LOCF,10%,high_temp,crossing,medium,19,5.124,5.817,-3.4601,-5.124
LOCF,10%,normal,falling,short,3,2.702,2.78,-17.0544,2.702
LOCF,10%,normal,crossing,medium,17,3.218,4.066,-0.2249,-1.742
LOCF,10%,low_temp,rising,medium,17,1.789,2.032,-0.2658,0.931
LOCF,10%,normal,stable,short,3,0.589,0.6,-24.8225,0.589
LOCF,10%,normal,crossing,medium,23,7.087,7.869,-4.2914,7.087
LOCF,10%,extreme_high_temp,stable,short,5,0.374,0.454,-0.0015,-0.018
LOCF,10%,normal,falling,short,5,1.215,1.589,-1.4086,1.215
LOCF,10%,normal,rising,short,5,3.109,3.27,-9.4051,-3.109
LOCF,10%,normal,crossing,short,5,0.605,0.634,-9.8944,0.605
LOCF,10%,normal,stable,short,3,0.328,0.537,-0.4196,-0.292
LOCF,10%,normal,crossing,long,25,4.485,5.548,-1.7973,4.447
LOCF,10%,stagnant_wind,stable,short,5,0.401,0.487,-0.0263,-0.078
LOCF,10%,normal,rising,short,3,1.75,1.899,-5.6355,-1.75
LOCF,10%,extreme_high_temp,stable,short,5,0.093,0.108,-0.0936,0.032
LOCF,10%,normal,rising,short,3,1.249,1.547,-0.5616,0.927
LOCF,10%,normal,crossing,long,39,3.717,4.373,-0.4655,-2.464
LOCF,10%,normal,crossing,medium,19,2.567,3.163,-1.914,-2.564
LOCF,10%,extreme_high_temp,crossing,short,5,2.147,2.457,-3.2402,-2.147
LOCF,10%,normal,falling,medium,12,0.994,1.325,-0.4352,0.73
LOCF,10%,normal,crossing,long,25,1.723,2.826,-0.4013,-1.512
LOCF,10%,normal,stable,long,37,3.169,4.256,-0.8468,-2.882
LOCF,10%,normal,rising,long,47,3.697,4.238,-0.3098,-2.061
LOCF,10%,normal,crossing,medium,17,4.302,5.266,-1.7537,4.203
Linear,15%,extreme_high_temp,crossing,medium,19,1.318,1.672,0.792,-0.71
Linear,15%,stagnant_wind,rising,short,3,0.198,0.24,0.8885,0.126
Linear,15%,normal,crossing,medium,19,1.302,1.667,0.6674,-1.08
Linear,15%,normal,rising,long,39,1.978,2.306,0.3314,-0.644
Linear,15%,normal,falling,medium,17,0.383,0.486,0.9005,0.058
Linear,15%,high_temp,crossing,medium,15,1.086,1.196,0.2807,1.086
Linear,15%,extreme_high_temp,stable,short,3,0.526,0.548,-5.3753,-0.526
Linear,15%,stagnant_wind,stable,short,3,0.425,0.452,-62.9161,-0.425
Linear,15%,low_temp,stable,medium,9,0.672,0.795,-0.4518,0.672
Linear,15%,normal,crossing,medium,19,3.293,3.917,-0.682,3.293
Linear,15%,extreme_high_temp,rising,medium,19,8.981,9.087,-32.1831,-8.981
Linear,15%,stagnant_wind,crossing,short,3,0.04,0.05,-0.6391,-0.034
Linear,15%,normal,crossing,long,47,3.694,4.077,-0.3422,1.351
Linear,15%,stagnant_wind,stable,long,25,1.22,1.856,0.0279,-0.244
Linear,15%,low_temp,crossing,medium,15,1.763,2.062,-0.7513,1.763
Linear,15%,low_temp,crossing,short,3,0.137,0.159,0.9663,0.04
Linear,15%,normal,stable,short,3,0.893,0.912,-25.5651,-0.893
Linear,15%,low_temp,crossing,long,35,3.65,4.455,-0.5774,3.486
Linear,15%,low_temp,crossing,short,3,0.42,0.427,0.9012,-0.192
Linear,15%,stagnant_wind,stable,short,5,0.168,0.185,-0.8526,-0.155
Linear,15%,normal,falling,medium,11,1.029,1.235,0.6469,-1.029
Linear,15%,low_temp,crossing,short,5,0.874,1.01,0.5434,0.874
Linear,15%,low_temp,crossing,medium,7,0.499,0.57,0.9245,0.308
Linear,15%,normal,stable,short,5,0.311,0.361,-2.3265,-0.025
Linear,15%,stagnant_wind,stable,medium,7,0.239,0.309,-0.4677,0.043
Linear,15%,normal,crossing,medium,23,3.398,3.917,-0.7853,3.398
Linear,15%,normal,stable,long,45,2.495,2.821,-5.8804,2.49
Linear,15%,normal,crossing,medium,17,1.765,1.993,0.4965,0.093
Linear,15%,stagnant_wind,stable,short,1,2.301,2.301,,2.301
Linear,15%,normal,stable,long,27,4.979,5.521,-4.1323,4.979
Linear,15%,normal,stable,short,5,0.628,0.652,-12.1379,-0.628
Linear,15%,normal,crossing,long,39,5.394,6.563,-2.4297,-5.365
Linear,15%,normal,stable,medium,7,0.206,0.244,-0.1452,-0.204
Linear,15%,normal,stable,long,42,2.917,3.457,-0.9626,2.176
Linear,15%,normal,crossing,medium,21,3.375,3.838,-4.6356,3.375
Linear,15%,stagnant_wind,crossing,medium,7,0.263,0.323,0.5626,0.192
Linear,15%,normal,rising,medium,13,1.134,1.326,0.8925,0.406
Linear,15%,stagnant_wind,stable,short,2,0.259,0.335,-0.7686,-0.259
Linear,15%,normal,crossing,long,37,1.836,2.072,0.4785,0.331
Linear,15%,normal,crossing,medium,18,1.485,1.797,-0.1106,0.055
Linear,15%,normal,falling,long,43,1.671,1.932,0.2678,0.612
Linear,15%,normal,crossing,long,37,2.293,2.549,0.1652,1.844
Linear,15%,normal,stable,long,41,1.941,2.701,-0.7337,-1.776
Linear,15%,high_temp,crossing,medium,23,3.086,3.537,0.3678,-2.759
Linear,15%,low_temp,stable,short,3,0.069,0.085,-0.3334,-0.031
Linear,15%,normal,stable,long,37,2.006,2.471,-2.4512,2.002
Linear,15%,low_temp,stable,short,1,0.053,0.053,,-0.053
Linear,15%,high_temp,stable,long,28,3.74,4.502,-1.3684,-3.602
Linear,15%,normal,rising,medium,7,1.234,1.295,-0.469,-1.234
Linear,15%,normal,stable,medium,7,0.967,1.162,-0.9469,-0.967
Linear,15%,high_temp,crossing,short,3,5.366,5.624,-10.5152,-5.366
Linear,15%,normal,crossing,medium,9,0.497,0.591,0.9499,0.324
Linear,15%,normal,stable,medium,17,2.761,2.982,-5.6797,-2.761
Linear,15%,stagnant_wind,stable,medium,9,1.135,1.482,-1.4574,0.777
Linear,15%,normal,stable,long,33,5.391,5.982,-4.5303,5.391
Linear,15%,normal,stable,medium,7,0.591,0.655,-0.7558,-0.591
Linear,15%,low_temp,crossing,medium,21,2.382,2.737,-3.0571,2.382
Linear,15%,normal,rising,short,3,0.36,0.361,0.6602,-0.36
Linear,15%,normal,rising,long,25,1.995,2.215,-2.1611,1.995
Linear,15%,high_temp,crossing,medium,19,0.869,1.011,0.8652,-0.833
Linear,15%,normal,falling,short,3,1.458,1.849,-6.9875,1.458
Linear,15%,normal,crossing,medium,17,2.793,3.285,0.2005,2.793
Linear,15%,low_temp,rising,medium,17,2.9,3.259,-2.2567,2.9
Linear,15%,normal,stable,short,3,0.5,0.509,-17.5856,0.5
Linear,15%,normal,crossing,medium,23,1.558,1.816,0.7181,1.537
Linear,15%,extreme_high_temp,stable,short,5,0.523,0.667,-1.1624,-0.523
Linear,15%,normal,falling,short,5,0.622,0.666,0.5762,-0.622
Linear,15%,normal,rising,short,5,0.769,0.779,0.4096,-0.769
Linear,15%,normal,crossing,short,5,0.244,0.289,-1.2614,0.217
Linear,15%,normal,stable,short,3,0.339,0.563,-0.5627,-0.339
Linear,15%,normal,crossing,long,25,0.679,0.878,0.93,-0.495
Linear,15%,stagnant_wind,stable,short,5,0.579,0.665,-0.9164,0.579
Linear,15%,normal,rising,short,3,0.068,0.091,0.9847,0.035
Linear,15%,extreme_high_temp,stable,short,5,0.323,0.362,-11.2555,-0.304
Linear,15%,normal,rising,short,3,2.776,3.01,-4.9157,2.776
Linear,15%,normal,crossing,long,39,4.048,4.334,-0.4401,-1.292
Linear,15%,normal,crossing,medium,19,0.42,0.464,0.9372,0.18
Linear,15%,extreme_high_temp,crossing,short,5,0.294,0.334,0.9218,-0.15
Linear,15%,normal,falling,medium,12,0.91,1.187,-0.1501,0.583
Linear,15%,normal,crossing,long,25,1.927,2.316,0.0584,1.927
Linear,15%,normal,stable,long,37,2.65,3.639,-0.3505,-2.003
Linear,15%,normal,rising,long,47,2.976,3.375,0.1689,-0.953
Linear,15%,normal,crossing,medium,17,0.607,0.892,0.921,-0.581
Linear,15%,normal,crossing,medium,11,1.464,1.636,0.6505,0.076
Linear,15%,normal,falling,short,1,0.029,0.029,,-0.029
Linear,15%,high_temp,crossing,short,5,0.218,0.24,0.9396,-0.155
Linear,15%,high_temp,stable,short,5,0.167,0.184,-0.1779,-0.15
Linear,15%,extreme_high_temp,crossing,medium,17,2.446,2.697,-4.2788,-2.446
Linear,15%,normal,falling,medium,9,2.202,2.399,-3.4526,-2.202
Linear,15%,normal,stable,short,3,0.205,0.238,-0.0885,-0.205
Linear,15%,extreme_high_temp,crossing,short,5,0.295,0.349,0.9362,-0.221
Linear,15%,normal,crossing,long,29,2.645,3.277,0.1208,1.231
Linear,15%,normal,crossing,medium,17,0.95,1.131,0.8278,-0.945
Linear,15%,normal,stable,short,3,0.614,0.669,-3.3368,0.614
Linear,15%,normal,stable,short,5,0.134,0.148,0.4855,-0.001
Linear,15%,extreme_high_temp,stable,short,3,0.325,0.379,-0.5027,-0.325
Linear,15%,normal,stable,short,2,0.429,0.451,-40.497,-0.429
Linear,15%,normal,stable,short,1,0.199,0.199,,0.199
Linear,15%,normal,rising,short,3,0.109,0.136,0.9633,0.109
Linear,15%,normal,rising,long,29,3.906,4.544,-0.0391,2.9
Linear,15%,normal,falling,short,3,0.663,0.665,0.1269,-0.663
Linear,15%,high_temp,crossing,medium,11,0.342,0.394,0.9733,0.074
Linear,15%,low_temp,crossing,medium,17,0.241,0.313,0.6299,-0.117
Linear,15%,extreme_high_temp,crossing,medium,9,0.394,0.438,0.9606,-0.135
Linear,15%,normal,stable,long,44,3.658,5.063,-0.7126,-3.292
Linear,15%,normal,rising,short,5,0.345,0.366,0.8651,-0.345
Linear,15%,normal,stable,short,5,0.193,0.228,-0.576,-0.182
Linear,15%,stagnant_wind,crossing,short,5,0.67,0.86,0.7939,0.33
Linear,15%,normal,falling,medium,13,0.381,0.486,0.8554,0.024
Linear,15%,normal,rising,short,3,0.806,0.809,-0.0125,-0.806
Linear,15%,normal,crossing,short,5,0.471,0.537,0.6238,-0.471
Linear,15%,extreme_high_temp,crossing,short,5,0.981,1.081,0.769,-0.485
Linear,15%,low_temp,stable,short,3,0.515,0.552,-4.962,0.515
Linear,15%,normal,stable,short,5,1.176,1.244,-16.7044,-1.176
Linear,15%,extreme_high_temp,crossing,long,31,4.572,5.387,-0.5561,-4.377
Linear,15%,normal,falling,medium,11,0.454,0.495,0.9257,-0.061
Linear,15%,stagnant_wind,crossing,medium,10,1.428,1.877,-3.8081,1.345
Linear,15%,normal,falling,long,25,1.083,1.438,0.2492,-0.866
Linear,15%,normal,stable,long,29,2.711,2.902,-7.9184,2.711
Linear,15%,normal,crossing,medium,21,2.804,3.491,-0.7442,2.791
Linear,15%,extreme_high_temp,rising,medium,9,0.529,0.572,0.4157,-0.529
Linear,15%,normal,stable,long,49,2.569,3.141,-1.1342,1.935
Linear,15%,normal,stable,medium,15,5.093,5.815,-3.2912,-5.023
Linear,15%,normal,crossing,short,4,0.405,0.542,0.9663,0.089
Linear,15%,high_temp,crossing,short,3,0.548,0.596,0.558,-0.548
Linear,15%,normal,stable,short,1,0.048,0.048,,0.048
Linear,15%,low_temp,stable,medium,21,1.592,1.717,-67.558,1.592
Linear,15%,low_temp,crossing,medium,11,1.33,1.579,0.4522,1.33
Linear,15%,normal,stable,short,1,0.165,0.165,,-0.165
Linear,15%,normal,crossing,medium,11,0.715,0.833,0.908,-0.703
Linear,15%,normal,stable,long,49,2.175,2.495,-0.4624,-0.56
Linear,15%,normal,stable,medium,21,0.889,1.109,-1.3559,0.87
Linear,15%,normal,crossing,medium,13,0.582,0.694,0.9184,0.493
Linear,15%,normal,rising,medium,12,2.087,2.288,0.7364,0.452
Linear,15%,normal,falling,short,1,0.129,0.129,,0.129
Linear,15%,normal,stable,short,5,0.915,1.177,-0.7098,-0.906
Linear,15%,extreme_high_temp,falling,short,5,0.411,0.544,0.7062,-0.411
Linear,15%,stagnant_wind,crossing,medium,13,2.479,2.67,-2.956,2.479
Linear,15%,stagnant_wind,stable,short,1,0.04,0.04,,-0.04
Linear,15%,low_temp,crossing,medium,19,2.569,2.792,-5.4336,2.569
Spline,15%,extreme_high_temp,crossing,medium,19,1.721,2.433,0.5594,-1.653
Spline,15%,stagnant_wind,rising,short,3,1.182,1.382,-2.6987,-1.182
Spline,15%,normal,crossing,medium,19,1.173,1.407,0.7631,-0.799
Spline,15%,normal,rising,long,39,2.853,3.399,-0.453,-1.608
Spline,15%,normal,falling,medium,17,0.999,1.209,0.3846,-0.973
Spline,15%,high_temp,crossing,medium,15,0.42,0.508,0.8702,0.309
Spline,15%,extreme_high_temp,stable,short,3,1.5,1.507,-47.2377,-1.5
Spline,15%,stagnant_wind,stable,short,3,1.014,1.073,-358.8938,-1.014
Spline,15%,low_temp,stable,medium,9,0.49,0.634,0.079,-0.239
Spline,15%,normal,crossing,medium,19,3.626,4.138,-0.8777,3.626
Spline,15%,extreme_high_temp,rising,medium,19,11.668,11.795,-54.8988,-11.668
Spline,15%,stagnant_wind,crossing,short,3,0.628,0.629,-258.5785,-0.628
Spline,15%,normal,crossing,long,47,4.799,5.132,-1.1265,0.237
Spline,15%,stagnant_wind,stable,long,25,1.914,2.441,-0.6812,-1.612
Spline,15%,low_temp,crossing,medium,15,3.064,3.304,-3.4953,3.064
Spline,15%,low_temp,crossing,short,3,1.661,1.706,-2.8852,1.661
Spline,15%,normal,stable,short,3,2.963,2.989,-284.4032,-2.963
Spline,15%,low_temp,crossing,long,35,4.298,4.994,-0.9826,3.952
Spline,15%,low_temp,crossing,short,3,0.828,1.03,0.4254,0.458
Spline,15%,stagnant_wind,stable,short,5,1.6,1.645,-145.713,1.6
Spline,15%,normal,falling,medium,11,1.346,1.486,0.4893,-0.776
Spline,15%,low_temp,crossing,short,5,2.793,2.959,-2.9229,2.793
Spline,15%,low_temp,crossing,medium,7,1.178,1.401,0.5437,1.127
Spline,15%,normal,stable,short,5,0.791,0.834,-16.8043,0.791
Spline,15%,stagnant_wind,stable,medium,7,1.302,1.361,-27.4147,1.302
Spline,15%,normal,crossing,medium,23,1.877,2.26,0.4057,1.835
Spline,15%,normal,stable,long,45,3.785,4.402,-15.7484,3.535
Spline,15%,normal,crossing,medium,17,3.319,3.818,-0.8468,-3.291
Spline,15%,stagnant_wind,stable,short,1,6.48,6.48,,6.48
Spline,15%,normal,stable,long,27,6.631,7.048,-7.3658,6.631
Spline,15%,normal,stable,short,5,1.209,1.234,-46.1362,-1.209
Spline,15%,normal,crossing,long,39,9.504,10.521,-7.8135,-9.504
Spline,15%,normal,stable,medium,7,1.561,1.573,-46.706,-1.561
Spline,15%,normal,stable,long,42,5.359,6.492,-5.9212,5.03
Spline,15%,normal,crossing,medium,21,2.887,3.248,-3.0359,2.887
Spline,15%,stagnant_wind,crossing,medium,7,0.883,0.902,-2.4026,0.883
Spline,15%,normal,rising,medium,13,1.172,1.316,0.8941,0.065
Spline,15%,stagnant_wind,stable,short,2,1.046,1.083,-17.5048,1.046
Spline,15%,normal,crossing,long,37,1.843,2.102,0.4631,-0.302
Spline,15%,normal,crossing,medium,18,1.449,1.995,-0.3686,-0.564
Spline,15%,normal,falling,long,43,3.328,3.545,-1.4646,2.676
Spline,15%,normal,crossing,long,37,3.417,3.659,-0.721,2.953
Spline,15%,normal,stable,long,41,5.535,6.092,-7.8195,-5.535
Spline,15%,high_temp,crossing,medium,23,3.062,3.416,0.4103,-2.644
Spline,15%,low_temp,stable,short,3,1.946,1.959,-708.6092,1.946
Spline,15%,normal,stable,long,37,4.454,4.757,-11.7894,4.454
Spline,15%,low_temp,stable,short,1,0.451,0.451,,0.451
Spline,15%,high_temp,stable,long,28,5.343,6.366,-3.7344,-5.334
Spline,15%,normal,rising,medium,7,3.386,3.406,-9.162,-3.386
Spline,15%,normal,stable,medium,7,1.506,1.636,-2.8619,-0.977
Spline,15%,high_temp,crossing,short,3,2.685,3.186,-2.6942,-2.685
Spline,15%,normal,crossing,medium,9,0.88,1.039,0.8449,0.542
Spline,15%,normal,stable,medium,17,4.274,4.43,-13.7468,-4.274
Spline,15%,stagnant_wind,stable,medium,9,2.042,2.536,-6.1937,2.042
Spline,15%,normal,stable,long,33,9.758,10.219,-15.1401,9.758
Spline,15%,normal,stable,medium,7,1.257,1.287,-5.7942,-1.257
Spline,15%,low_temp,crossing,medium,21,1.561,2.059,-1.2959,1.383
Spline,15%,normal,rising,short,3,0.37,0.456,0.4589,-0.041
Spline,15%,normal,rising,long,25,4.338,4.481,-11.9362,4.338
Spline,15%,high_temp,crossing,medium,19,1.529,1.709,0.6151,-0.489
Spline,15%,normal,falling,short,3,4.534,4.612,-48.6756,4.534
Spline,15%,normal,crossing,medium,17,3.296,3.633,0.0222,3.296
Spline,15%,low_temp,rising,medium,17,4.382,4.646,-5.6175,4.382
Spline,15%,normal,stable,short,3,2.512,2.518,-453.3322,2.512
Spline,15%,normal,crossing,medium,23,4.359,4.77,-0.9443,4.355
Spline,15%,extreme_high_temp,stable,short,5,1.169,1.319,-7.4459,-1.144
Spline,15%,normal,falling,short,5,0.662,0.746,0.4693,-0.523
Spline,15%,normal,rising,short,5,1.898,2.079,-3.2068,-1.898
Spline,15%,normal,crossing,short,5,0.463,0.589,-8.3772,-0.463
Spline,15%,normal,stable,short,3,2.498,2.572,-31.6057,-2.498
Spline,15%,normal,crossing,long,25,0.742,1.104,0.8892,-0.707
Spline,15%,stagnant_wind,stable,short,5,4.868,4.894,-102.7526,4.868
Spline,15%,normal,rising,short,3,0.906,0.915,-0.5411,-0.906
Spline,15%,extreme_high_temp,stable,short,5,0.179,0.197,-2.6495,-0.179
Spline,15%,normal,rising,short,3,5.858,6.062,-22.9961,5.858
Spline,15%,normal,crossing,long,39,4.781,5.958,-1.721,-4.513
Spline,15%,normal,crossing,medium,19,0.832,0.907,0.7607,0.283
Spline,15%,extreme_high_temp,crossing,short,5,0.96,1.003,0.2936,-0.96
Spline,15%,normal,falling,medium,12,3.42,3.867,-11.2191,3.42
Spline,15%,normal,crossing,long,25,1.723,1.884,0.3772,-1.653
Spline,15%,normal,stable,long,37,2.708,3.13,0.0009,0.162
Spline,15%,normal,rising,long,47,3.323,3.955,-0.1412,-2.174
Spline,15%,normal,crossing,medium,17,0.545,0.663,0.9563,0.211
Spline,15%,normal,crossing,medium,11,1.792,2.102,0.4229,1.115
Spline,15%,normal,falling,short,1,0.219,0.219,,0.219
Spline,15%,high_temp,crossing,short,5,0.445,0.483,0.7561,-0.109
Spline,15%,high_temp,stable,short,5,0.93,0.989,-33.0613,-0.93
